order_id,customer_id,product_key,geo_key,date_key,quantity,unit_price,discount,shipping_cost,gross_revenue,discount_amount,revenue,net_revenue,profit_margin,is_delivered,is_returned,payment_method,shipping_mode,order_status
ORD01144,CUST0330,509,5,20240502,2.0,40783.08,0.37,447.88,81566.16,30179.48,51386.68,50938.8,0.6245,1,0,Debit Card,Express,Delivered
ORD01145,CUST0023,362,5,20241021,1.0,12605.54,0.4,32.63,12605.54,5042.22,7563.32,7530.69,0.5974,0,0,UPI,Economy,Pending
ORD01146,CUST0329,321,7,20240213,3.0,42144.92,0.28,63.42,126434.76,35401.73,91033.03,90969.61,0.7195,0,0,Credit Card,Express,Cancelled
ORD01147,CUST0219,815,4,20241210,2.0,9256.04,0.3,496.45,18512.08,5553.62,12958.46,12462.01,0.6732,0,0,Credit Card,Economy,Pending
ORD01148,CUST0454,816,1,20240102,2.0,25948.52,0.02,189.23,51897.04,1037.94,50859.1,50669.87,0.9764,0,0,UPI,Standard,Pending
ORD01149,CUST0508,445,5,20240518,1.0,33786.11,0.35,236.62,33786.11,11825.14,21960.97,21724.35,0.643,1,0,Net Banking,Express,Delivered
ORD01150,CUST0269,199,8,20240729,1.0,14172.09,0.18,157.53,14172.09,2550.98,11621.11,11463.58,0.8089,0,0,Cash on Delivery,Economy,Pending
ORD01151,CUST0724,817,2,20240916,3.0,1767.37,0.3,444.37,5302.11,1590.63,3711.48,3267.11,0.6162,1,0,Net Banking,Economy,Delivered
ORD01152,CUST0134,818,9,20240221,2.0,35944.12,0.23,467.28,71888.24,16534.3,55353.94,54886.66,0.7635,1,0,Cash on Delivery,Same Day,Delivered
ORD01153,CUST0760,174,8,20241223,2.0,6916.66,0.08,295.79,13833.32,1106.67,12726.65,12430.86,0.8986,0,1,Debit Card,Same Day,Returned
ORD01154,CUST0539,569,6,20240313,2.0,10291.23,0.21,273.02,20582.46,4322.32,16260.14,15987.12,0.7767,0,0,Credit Card,Economy,Pending
ORD01155,CUST0411,424,7,20240605,4.0,37392.29,0.23,268.24,149569.16,34400.91,115168.25,114900.01,0.7682,0,0,Net Banking,Same Day,Cancelled
ORD01156,CUST0636,371,1,20240815,2.0,10106.46,0.32,25.35,20212.92,6468.13,13744.79,13719.44,0.6787,1,0,Credit Card,Economy,Delivered
ORD01157,CUST0339,58,3,20240912,5.0,47353.75,0.13,375.8,236768.75,30779.94,205988.81,205613.01,0.8684,1,0,UPI,Standard,Delivered
ORD01158,CUST0299,819,5,20241215,1.0,17902.8,0.17,176.45,17902.8,3043.48,14859.32,14682.87,0.8201,1,0,Cash on Delivery,Economy,Delivered
ORD01159,CUST0548,491,8,20240806,1.0,25652.31,0.09,159.14,25652.31,2308.71,23343.6,23184.46,0.9038,1,0,Credit Card,Same Day,Delivered
ORD01160,CUST0711,820,1,20240619,1.0,27050.84,0.29,111.67,27050.84,7844.74,19206.1,19094.43,0.7059,0,0,Credit Card,Economy,Pending
ORD01161,CUST0280,595,5,20240621,2.0,27784.17,0.04,181.29,55568.34,2222.73,53345.61,53164.32,0.9567,1,0,Net Banking,Economy,Delivered
ORD01162,CUST0258,821,2,20241212,1.0,74154.525,0.23,313.97,74154.52,17055.54,57098.98,56785.01,0.7658,1,0,Wallet,Standard,Delivered
ORD01163,CUST0288,822,6,20241108,1.0,23458.76,0.34,76.78,23458.76,7975.98,15482.78,15406.0,0.6567,0,0,Net Banking,Same Day,Cancelled
ORD01164,CUST0704,490,3,20240924,2.0,10113.26,0.2,377.31,20226.52,4045.3,16181.22,15803.91,0.7813,0,0,UPI,Standard,Cancelled
ORD01165,CUST0755,735,1,20241125,3.0,36142.45,0.15,311.36,108427.35,16264.1,92163.25,91851.89,0.8471,0,0,Net Banking,Express,Pending
ORD01166,CUST0095,716,7,20240928,1.0,23463.51,0.2,147.45,23463.51,4692.7,18770.81,18623.36,0.7937,0,1,Cash on Delivery,Standard,Returned
ORD01167,CUST0122,823,10,20240818,5.0,25154.22,0.23,490.35,125771.1,28927.35,96843.75,96353.4,0.7661,1,0,Net Banking,Same Day,Delivered
ORD01168,CUST0288,824,6,20240826,4.0,29067.2,0.28,35.3,116268.8,32555.26,83713.54,83678.24,0.7197,0,1,Cash on Delivery,Standard,Returned
ORD01169,CUST0506,504,7,20241104,1.0,27913.43,0.12,254.96,27913.43,3349.61,24563.82,24308.86,0.8709,0,1,UPI,Economy,Returned
ORD01170,CUST0082,825,8,20240318,2.0,29704.21,0.27,90.2,59408.42,16040.27,43368.15,43277.95,0.7285,1,0,Cash on Delivery,Standard,Delivered
ORD01171,CUST0524,318,9,20240309,1.0,32460.36,0.2,457.7,32460.36,6492.07,25968.29,25510.59,0.7859,1,0,Cash on Delivery,Express,Delivered
ORD01172,CUST0237,176,2,20240424,3.0,45269.19,0.2,464.85,135807.57,27161.51,108646.06,108181.21,0.7966,0,1,Credit Card,Economy,Returned
ORD01173,CUST0347,740,4,20240630,4.0,712.82,0.19,118.06,2851.28,541.74,2309.54,2191.48,0.7686,0,0,UPI,Same Day,Pending
ORD01174,CUST0538,812,9,20240901,5.0,30195.03,0.35,111.32,150975.15,52841.3,98133.85,98022.53,0.6493,1,0,Debit Card,Standard,Delivered
ORD01175,CUST0233,826,5,20241127,3.0,42549.05,0.08,267.88,127647.15,10211.77,117435.38,117167.5,0.9179,0,0,Credit Card,Standard,Cancelled
ORD01176,CUST0655,129,4,20240603,3.0,17890.17,0.2,131.7,53670.51,10734.1,42936.41,42804.71,0.7975,1,0,Net Banking,Economy,Delivered
ORD01177,CUST0224,827,10,20240912,5.0,33112.16,0.35,177.53,165560.8,57946.28,107614.52,107436.99,0.6489,1,0,Debit Card,Economy,Delivered
ORD01178,CUST0579,828,5,20240215,3.0,27982.57,0.37,330.94,83947.71,31060.65,52887.06,52556.12,0.6261,0,0,UPI,Standard,Cancelled
ORD01179,CUST0025,595,8,20240826,2.0,15029.56,0.32,423.28,30059.12,9618.92,20440.2,20016.92,0.6659,0,0,Cash on Delivery,Same Day,Pending
ORD01180,CUST0066,477,8,20240814,1.0,16866.67,0.38,448.78,16866.67,6409.33,10457.34,10008.56,0.5934,1,0,Credit Card,Express,Delivered
ORD01181,CUST0576,276,3,20240414,4.0,40552.52,0.12,367.97,162210.08,19465.21,142744.87,142376.9,0.8777,1,0,Debit Card,Express,Delivered
ORD01182,CUST0744,829,2,20241126,5.0,19254.32,0.33,58.29,96271.6,31769.63,64501.97,64443.68,0.6694,1,0,Net Banking,Economy,Delivered
ORD01183,CUST0179,830,3,20240117,2.0,39682.02,0.34,66.82,79364.04,26983.77,52380.27,52313.45,0.6592,0,1,Wallet,Economy,Returned
ORD01184,CUST0486,4,9,20240819,5.0,3654.73,0.06,152.21,18273.65,1096.42,17177.23,17025.02,0.9317,0,1,UPI,Standard,Returned
ORD01185,CUST0054,761,8,20240226,5.0,19217.32,0.2,64.12,96086.6,19217.32,76869.28,76805.16,0.7993,1,0,Cash on Delivery,Same Day,Delivered
ORD01186,CUST0270,831,8,20240217,3.0,74154.525,0.01,463.65,222463.58,2224.64,220238.94,219775.29,0.9879,1,0,Credit Card,Express,Delivered
ORD01187,CUST0185,832,5,20240930,5.0,11473.26,0.0,234.41,57366.3,0.0,57366.3,57131.89,0.9959,1,0,Wallet,Standard,Delivered
ORD01188,CUST0118,492,9,20240513,5.0,74154.525,0.21,294.82,370772.62,77862.25,292910.37,292615.55,0.7892,0,0,Net Banking,Economy,Pending
ORD01189,CUST0515,151,7,20240127,1.0,5040.27,0.28,240.21,5040.27,1411.28,3628.99,3388.78,0.6723,0,1,Debit Card,Economy,Returned
ORD01190,CUST0562,64,9,20240821,1.0,2314.6,0.27,315.43,2314.6,624.94,1689.66,1374.23,0.5937,1,0,Cash on Delivery,Standard,Delivered
ORD01191,CUST0270,795,7,20240401,2.0,661.26,0.01,92.34,1322.52,13.23,1309.29,1216.95,0.9202,0,0,Wallet,Standard,Pending
ORD01192,CUST0158,155,3,20240114,4.0,20472.44,0.01,157.52,81889.76,818.9,81070.86,80913.34,0.9881,1,0,Net Banking,Express,Delivered
ORD01193,CUST0033,833,1,20240612,2.0,43459.59,0.23,92.09,86919.18,19991.41,66927.77,66835.68,0.7689,1,0,Cash on Delivery,Standard,Delivered
ORD01194,CUST0104,141,2,20240408,2.0,32105.03,0.15,258.51,64210.06,9631.51,54578.55,54320.04,0.846,1,0,Net Banking,Same Day,Delivered
ORD01195,CUST0454,834,2,20240807,1.0,8704.47,0.23,215.02,8704.47,2002.03,6702.44,6487.42,0.7453,0,0,Net Banking,Economy,Pending
ORD01196,CUST0653,835,6,20241116,3.0,8908.48,0.19,116.03,26725.44,5077.83,21647.61,21531.58,0.8057,0,0,UPI,Same Day,Cancelled
ORD01197,CUST0655,489,4,20240918,1.0,30998.45,0.17,150.07,30998.45,5269.74,25728.71,25578.64,0.8252,1,0,UPI,Express,Delivered
ORD01198,CUST0347,836,4,20240416,5.0,29048.98,0.28,462.97,145244.9,40668.57,104576.33,104113.36,0.7168,1,0,Debit Card,Same Day,Delivered
ORD01199,CUST0305,439,5,20240222,3.0,23767.31,0.06,228.83,71301.93,4278.12,67023.81,66794.98,0.9368,1,0,UPI,Same Day,Delivered
ORD01200,CUST0685,666,4,20241022,1.0,20677.29,0.04,365.36,20677.29,827.09,19850.2,19484.84,0.9423,0,1,Cash on Delivery,Standard,Returned
ORD01201,CUST0528,375,8,20241201,2.0,34747.18,0.04,122.42,69494.36,2779.77,66714.59,66592.17,0.9582,1,0,Credit Card,Standard,Delivered
ORD01202,CUST0144,219,6,20240716,3.0,28713.35,0.05,489.61,86140.05,4307.0,81833.05,81343.44,0.9443,1,0,Net Banking,Express,Delivered
ORD01203,CUST0353,837,3,20240726,2.0,45862.2,0.08,54.44,91724.4,7337.95,84386.45,84332.01,0.9194,0,0,Debit Card,Economy,Cancelled
ORD01204,CUST0720,838,8,20240715,3.0,28379.49,0.04,205.0,85138.47,3405.54,81732.93,81527.93,0.9576,1,0,Cash on Delivery,Standard,Delivered
ORD01205,CUST0411,663,9,20240506,5.0,30101.52,0.29,16.94,150507.6,43647.2,106860.4,106843.46,0.7099,0,0,Net Banking,Economy,Pending
ORD01206,CUST0559,417,2,20241219,3.0,4476.11,0.02,35.58,13428.33,268.57,13159.76,13124.18,0.9774,1,0,Credit Card,Economy,Delivered
ORD01207,CUST0049,839,1,20240608,2.0,44686.92,0.02,264.82,89373.84,1787.48,87586.36,87321.54,0.977,0,0,Wallet,Standard,Cancelled
ORD01208,CUST0761,840,6,20240617,3.0,27698.19,0.36,498.21,83094.57,29914.05,53180.52,52682.31,0.634,0,0,Credit Card,Economy,Cancelled
ORD01209,CUST0719,565,9,20240214,4.0,5844.51,0.35,391.35,23378.04,8182.31,15195.73,14804.38,0.6333,1,0,Net Banking,Standard,Delivered
ORD01210,CUST0123,646,9,20240308,5.0,22995.86,0.25,158.56,114979.3,28744.82,86234.48,86075.92,0.7486,0,1,Net Banking,Same Day,Returned
ORD01211,CUST0039,841,9,20241122,4.0,15118.19,0.39,328.81,60472.76,23584.38,36888.38,36559.57,0.6046,1,0,UPI,Same Day,Delivered
ORD01212,CUST0421,842,1,20241101,4.0,48292.3,0.07,33.21,193169.2,13521.84,179647.36,179614.15,0.9298,1,0,Net Banking,Same Day,Delivered
ORD01213,CUST0598,388,10,20241004,5.0,35254.09,0.11,262.86,176270.45,19389.75,156880.7,156617.84,0.8885,1,0,Debit Card,Standard,Delivered
ORD01214,CUST0463,604,8,20240627,4.0,10449.95,0.15,252.43,41799.8,6269.97,35529.83,35277.4,0.844,1,0,Net Banking,Economy,Delivered
ORD01215,CUST0488,53,1,20240112,1.0,4196.01,0.21,326.95,4196.01,881.16,3314.85,2987.9,0.7121,1,0,Debit Card,Same Day,Delivered
ORD01216,CUST0419,459,8,20241004,5.0,74154.525,0.11,486.0,370772.62,40784.98,329987.64,329501.64,0.8887,1,0,Credit Card,Standard,Delivered
ORD01217,CUST0186,843,5,20240330,5.0,7793.41,0.01,138.86,38967.05,389.67,38577.38,38438.52,0.9864,1,0,Credit Card,Standard,Delivered
ORD01218,CUST0234,83,9,20240709,1.0,26887.45,0.37,173.51,26887.45,9948.36,16939.09,16765.58,0.6235,0,0,Debit Card,Express,Pending
ORD01219,CUST0655,412,9,20241224,3.0,47827.3,0.22,20.47,143481.9,31566.02,111915.88,111895.41,0.7799,1,0,Credit Card,Same Day,Delivered
ORD01220,CUST0341,844,2,20240305,5.0,38059.48,0.04,327.89,190297.4,7611.9,182685.5,182357.61,0.9583,1,0,Cash on Delivery,Standard,Delivered
ORD01221,CUST0228,845,8,20240625,4.0,24939.61,0.22,355.18,99758.44,21946.86,77811.58,77456.4,0.7764,0,0,Credit Card,Express,Pending
ORD01222,CUST0590,118,2,20240108,3.0,40725.34,0.22,478.91,122176.02,26878.72,95297.3,94818.39,0.7761,0,0,UPI,Express,Cancelled
ORD01223,CUST0707,73,1,20240601,3.0,44698.46,0.21,400.5,134095.38,28160.03,105935.35,105534.85,0.787,1,0,Debit Card,Economy,Delivered
ORD01224,CUST0096,644,8,20240424,4.0,33210.91,0.03,293.87,132843.64,3985.31,128858.33,128564.46,0.9678,0,0,Wallet,Economy,Cancelled
ORD01225,CUST0471,846,3,20240912,2.0,16189.28,0.35,4.58,32378.56,11332.5,21046.06,21041.48,0.6499,1,0,Cash on Delivery,Standard,Delivered
ORD01226,CUST0253,847,7,20240722,5.0,5445.22,0.21,157.66,27226.1,5717.48,21508.62,21350.96,0.7842,1,0,Net Banking,Standard,Delivered
ORD01227,CUST0636,591,5,20240622,5.0,14591.28,0.07,111.12,72956.4,5106.95,67849.45,67738.33,0.9285,1,0,UPI,Standard,Delivered
ORD01228,CUST0454,848,9,20240321,3.0,24294.38,0.38,300.12,72883.14,27695.59,45187.55,44887.43,0.6159,0,0,Credit Card,Same Day,Pending
ORD01229,CUST0006,849,10,20240721,2.0,49310.81,0.33,375.76,98621.62,32545.13,66076.49,65700.73,0.6662,1,0,UPI,Standard,Delivered
ORD01230,CUST0246,682,2,20241125,2.0,10621.74,0.21,244.7,21243.48,4461.13,16782.35,16537.65,0.7785,0,1,Wallet,Same Day,Returned
ORD01231,CUST0066,686,10,20240920,7.0,17727.17,0.24,1.23,124090.19,29781.65,94308.54,94307.31,0.76,1,0,UPI,Express,Delivered
ORD01232,CUST0548,850,10,20240208,3.0,16608.31,0.12,366.96,49824.93,5978.99,43845.94,43478.98,0.8726,0,0,UPI,Express,Pending
ORD01233,CUST0431,292,8,20241230,4.0,17032.07,0.14,329.42,68128.28,9537.96,58590.32,58260.9,0.8552,0,1,Credit Card,Same Day,Returned
ORD01234,CUST0136,518,5,20240505,1.0,33774.86,0.16,313.03,33774.86,5403.98,28370.88,28057.85,0.8307,1,0,UPI,Express,Delivered
ORD01235,CUST0074,215,5,20240311,4.0,40945.84,0.21,142.24,163783.36,34394.51,129388.85,129246.61,0.7891,1,0,Cash on Delivery,Same Day,Delivered
ORD01236,CUST0584,182,4,20241002,5.0,45397.8,0.06,121.64,226989.0,13619.34,213369.66,213248.02,0.9395,0,0,Net Banking,Economy,Cancelled
ORD01237,CUST0503,851,9,20241203,5.0,10125.19,0.27,206.37,50625.95,13669.01,36956.94,36750.57,0.7259,1,0,Credit Card,Standard,Delivered
ORD01238,CUST0300,852,8,20240404,4.0,22283.57,0.32,110.16,89134.28,28522.97,60611.31,60501.15,0.6788,0,1,Debit Card,Express,Returned
ORD01239,CUST0421,402,10,20240513,5.0,22092.28,0.12,212.93,110461.4,13255.37,97206.03,96993.1,0.8781,0,0,UPI,Economy,Pending
ORD01240,CUST0335,223,8,20240715,5.0,46444.02,0.34,71.5,232220.1,78954.83,153265.27,153193.77,0.6597,0,0,Net Banking,Express,Cancelled
ORD01241,CUST0797,399,2,20240420,3.0,34256.5,0.11,69.24,102769.5,11304.64,91464.86,91395.62,0.8893,1,0,Debit Card,Express,Delivered
ORD01242,CUST0354,853,3,20240909,5.0,23208.87,0.35,186.79,116044.35,40615.52,75428.83,75242.04,0.6484,1,0,Cash on Delivery,Express,Delivered
ORD01243,CUST0661,854,10,20240320,1.0,46326.92,0.28,134.86,46326.92,12971.54,33355.38,33220.52,0.7171,0,0,Debit Card,Economy,Pending
ORD01244,CUST0116,209,1,20240204,2.0,44169.88,0.33,13.53,88339.76,29152.12,59187.64,59174.11,0.6698,1,0,Debit Card,Economy,Delivered
ORD01245,CUST0391,288,2,20240112,5.0,8360.96,0.39,270.13,41804.8,16303.87,25500.93,25230.8,0.6035,0,0,Wallet,Same Day,Cancelled
ORD01246,CUST0380,855,6,20240802,3.0,28434.55,0.33,56.86,85303.65,28150.2,57153.45,57096.59,0.6693,0,0,UPI,Standard,Pending
ORD01247,CUST0487,774,9,20240625,5.0,35783.99,0.36,321.14,178919.95,64411.18,114508.77,114187.63,0.6382,1,0,Wallet,Standard,Delivered
ORD01248,CUST0357,253,9,20240726,4.0,44686.56,0.14,343.55,178746.24,25024.47,153721.77,153378.22,0.8581,0,1,Net Banking,Same Day,Returned
ORD01249,CUST0413,856,9,20240921,3.0,19102.59,0.18,243.53,57307.77,10315.4,46992.37,46748.84,0.8158,0,1,Net Banking,Standard,Returned
ORD01250,CUST0719,778,10,20240222,4.0,4715.77,0.15,463.92,18863.08,2829.46,16033.62,15569.7,0.8254,1,0,Net Banking,Economy,Delivered
ORD01251,CUST0068,857,8,20240831,1.0,35984.89,0.35,166.42,35984.89,12594.71,23390.18,23223.76,0.6454,1,0,UPI,Economy,Delivered
ORD01252,CUST0593,858,4,20241201,5.0,38534.66,0.2,141.14,192673.3,38534.66,154138.64,153997.5,0.7993,1,0,Cash on Delivery,Standard,Delivered
ORD01253,CUST0620,301,10,20240416,1.0,40748.62,0.31,3.23,40748.62,12632.07,28116.55,28113.32,0.6899,0,0,Net Banking,Economy,Cancelled
ORD01254,CUST0169,859,1,20240612,2.0,43745.65,0.15,149.91,87491.3,13123.7,74367.6,74217.69,0.8483,1,0,Cash on Delivery,Economy,Delivered
ORD01255,CUST0487,342,10,20240828,4.0,45996.7,0.38,57.98,183986.8,69914.98,114071.82,114013.84,0.6197,1,0,Cash on Delivery,Economy,Delivered
ORD01256,CUST0075,802,5,20240125,2.0,35830.58,0.11,96.73,71661.16,7882.73,63778.43,63681.7,0.8887,0,1,Net Banking,Economy,Returned
ORD01257,CUST0597,63,2,20241119,4.0,5461.4,0.15,304.96,21845.6,3276.84,18568.76,18263.8,0.836,0,0,Wallet,Economy,Cancelled
ORD01258,CUST0731,231,2,20240706,2.0,8115.77,0.33,140.77,16231.54,5356.41,10875.13,10734.36,0.6613,1,0,Debit Card,Express,Delivered
ORD01259,CUST0470,860,1,20240111,3.0,34679.31,0.19,121.62,104037.93,19767.21,84270.72,84149.1,0.8088,1,0,Credit Card,Standard,Delivered
ORD01260,CUST0517,358,1,20240117,2.0,20096.22,0.22,358.88,40192.44,8842.34,31350.1,30991.22,0.7711,1,0,Debit Card,Same Day,Delivered
ORD01261,CUST0111,537,5,20240525,5.0,20175.84,0.23,409.1,100879.2,23202.22,77676.98,77267.88,0.7659,1,0,UPI,Express,Delivered
ORD01262,CUST0434,861,8,20240705,2.0,38945.08,0.06,196.42,77890.16,4673.41,73216.75,73020.33,0.9375,1,0,Debit Card,Same Day,Delivered
ORD01263,CUST0560,821,1,20240719,1.0,25168.05,0.27,188.5,25168.05,6795.37,18372.68,18184.18,0.7225,0,1,Net Banking,Standard,Returned
ORD01264,CUST0328,680,4,20240803,3.0,19100.4,0.29,416.3,57301.2,16617.35,40683.85,40267.55,0.7027,1,0,Cash on Delivery,Express,Delivered
ORD01265,CUST0178,862,1,20240926,2.0,16829.32,0.38,32.23,33658.64,12790.28,20868.36,20836.13,0.619,1,0,Debit Card,Standard,Delivered
ORD01266,CUST0404,387,8,20240328,5.0,45813.69,0.01,394.43,229068.45,2290.68,226777.77,226383.34,0.9883,0,1,Cash on Delivery,Same Day,Returned
ORD01267,CUST0091,863,9,20240119,3.0,34059.99,0.38,337.17,102179.97,38828.39,63351.58,63014.41,0.6167,1,0,Cash on Delivery,Same Day,Delivered
ORD01268,CUST0621,864,8,20240429,4.0,25948.52,0.29,177.99,103794.08,30100.28,73693.8,73515.81,0.7083,0,1,Cash on Delivery,Economy,Returned
ORD01269,CUST0443,865,4,20241005,5.0,45307.3,0.27,12.29,226536.5,61164.86,165371.64,165359.35,0.7299,1,0,Debit Card,Express,Delivered
ORD01270,CUST0717,597,2,20241218,2.0,22404.94,0.16,474.8,44809.88,7169.58,37640.3,37165.5,0.8294,0,1,Cash on Delivery,Standard,Returned
ORD01271,CUST0139,475,9,20240614,3.0,31143.22,0.19,76.15,93429.66,17751.64,75678.02,75601.87,0.8092,0,0,Cash on Delivery,Same Day,Pending
ORD01272,CUST0792,331,9,20240813,1.0,44602.48,0.31,164.83,44602.48,13826.77,30775.71,30610.88,0.6863,1,0,Net Banking,Same Day,Delivered
ORD01273,CUST0041,674,8,20240129,3.0,38704.7,0.0,301.73,116114.1,0.0,116114.1,115812.37,0.9974,1,0,UPI,Economy,Delivered
ORD01274,CUST0127,438,1,20240222,2.0,17027.78,0.01,321.87,34055.56,340.56,33715.0,33393.13,0.9805,1,0,Net Banking,Same Day,Delivered
ORD01275,CUST0122,486,4,20241120,5.0,833.08,0.07,20.92,4165.4,291.58,3873.82,3852.9,0.925,1,0,Net Banking,Economy,Delivered
ORD01276,CUST0715,473,1,20240616,4.0,44212.27,0.28,403.38,176849.08,49517.74,127331.34,126927.96,0.7177,1,0,Wallet,Economy,Delivered
ORD01277,CUST0260,447,3,20240709,2.0,12756.58,0.29,140.34,25513.16,7398.82,18114.34,17974.0,0.7045,0,0,Debit Card,Same Day,Cancelled
ORD01278,CUST0440,866,6,20241118,2.0,42741.07,0.33,107.92,85482.14,28209.11,57273.03,57165.11,0.6687,1,0,Net Banking,Economy,Delivered
ORD01279,CUST0792,196,5,20241129,4.0,38584.1,0.24,109.22,154336.4,37040.74,117295.66,117186.44,0.7593,0,0,Wallet,Same Day,Cancelled
ORD01280,CUST0739,793,7,20240117,3.0,8784.68,0.11,231.74,26354.04,2898.94,23455.1,23223.36,0.8812,0,0,Cash on Delivery,Express,Cancelled
ORD01281,CUST0323,867,2,20240518,3.0,33364.37,0.39,2.39,100093.11,39036.31,61056.8,61054.41,0.61,0,0,UPI,Standard,Pending
ORD01282,CUST0576,49,5,20240218,3.0,10525.4,0.09,32.37,31576.2,2841.86,28734.34,28701.97,0.909,1,0,Net Banking,Same Day,Delivered
ORD01283,CUST0673,868,4,20240629,5.0,1508.17,0.4,83.43,7540.85,3016.34,4524.51,4441.08,0.5889,0,0,Net Banking,Express,Pending
ORD01284,CUST0198,600,6,20241010,3.0,17460.65,0.14,40.12,52381.95,7333.47,45048.48,45008.36,0.8592,1,0,Cash on Delivery,Express,Delivered
ORD01285,CUST0774,834,7,20241216,2.0,34447.46,0.28,461.9,68894.92,19290.58,49604.34,49142.44,0.7133,0,1,Net Banking,Same Day,Returned
ORD01286,CUST0434,593,7,20240326,4.0,25948.52,0.04,376.63,103794.08,4151.76,99642.32,99265.69,0.9564,0,0,Debit Card,Standard,Cancelled
ORD01287,CUST0247,488,8,20240111,2.0,46151.21,0.24,474.91,92302.42,22152.58,70149.84,69674.93,0.7549,1,0,Cash on Delivery,Express,Delivered
ORD01288,CUST0779,869,5,20240420,3.0,39093.15,0.33,265.51,117279.45,38702.22,78577.23,78311.72,0.6677,1,0,UPI,Express,Delivered
ORD01289,CUST0696,870,1,20240315,5.0,8826.43,0.29,53.53,44132.15,12798.32,31333.83,31280.3,0.7088,1,0,Cash on Delivery,Standard,Delivered
ORD01290,CUST0088,651,4,20240923,2.0,32362.49,0.1,441.47,64724.98,6472.5,58252.48,57811.01,0.8932,0,1,Wallet,Economy,Returned
ORD01291,CUST0118,780,2,20241210,4.0,30267.58,0.16,391.13,121070.32,19371.25,101699.07,101307.94,0.8368,0,0,Debit Card,Standard,Pending
ORD01292,CUST0608,871,9,20241008,2.0,19883.66,0.36,393.42,39767.32,14316.24,25451.08,25057.66,0.6301,0,1,Debit Card,Economy,Returned
ORD01293,CUST0383,379,9,20240410,3.0,12752.06,0.13,5.18,38256.18,4973.3,33282.88,33277.7,0.8699,0,0,Cash on Delivery,Economy,Cancelled
ORD01294,CUST0175,872,1,20241031,3.0,25174.8,0.18,198.3,75524.4,13594.39,61930.01,61731.71,0.8174,0,0,UPI,Economy,Pending
ORD01295,CUST0246,760,5,20240805,5.0,25274.18,0.02,444.33,126370.9,2527.42,123843.48,123399.15,0.9765,1,0,Credit Card,Express,Delivered
ORD01296,CUST0101,823,1,20240430,5.0,32893.82,0.07,398.05,164469.1,11512.84,152956.26,152558.21,0.9276,0,0,Wallet,Economy,Cancelled
ORD01297,CUST0579,416,6,20241212,1.0,32443.22,0.28,495.18,32443.22,9084.1,23359.12,22863.94,0.7047,0,1,Net Banking,Economy,Returned
ORD01298,CUST0800,389,9,20240126,4.0,45670.57,0.18,216.85,182682.28,32882.81,149799.47,149582.62,0.8188,1,0,UPI,Standard,Delivered
ORD01299,CUST0638,709,9,20240515,3.0,18122.26,0.37,210.16,54366.78,20115.71,34251.07,34040.91,0.6261,0,1,Net Banking,Economy,Returned
ORD01300,CUST0426,873,6,20240313,4.0,12063.86,0.14,53.28,48255.44,6755.76,41499.68,41446.4,0.8589,0,1,UPI,Same Day,Returned
ORD01301,CUST0170,874,1,20240312,2.0,34385.16,0.37,380.71,68770.32,25445.02,43325.3,42944.59,0.6245,0,1,Debit Card,Economy,Returned
ORD01302,CUST0469,875,9,20240801,1.0,34225.68,0.07,335.47,34225.68,2395.8,31829.88,31494.41,0.9202,0,1,Net Banking,Express,Returned
ORD01303,CUST0579,341,6,20240717,5.0,74154.525,0.19,10.92,370772.62,70446.79,300325.83,300314.91,0.81,0,1,Cash on Delivery,Express,Returned
ORD01304,CUST0799,332,5,20241227,5.0,5725.06,0.26,241.28,28625.3,7442.58,21182.72,20941.44,0.7316,0,0,Net Banking,Express,Cancelled
ORD01305,CUST0492,536,3,20240304,5.0,9669.35,0.04,57.11,48346.75,1933.87,46412.88,46355.77,0.9588,0,0,UPI,Economy,Cancelled
ORD01306,CUST0596,652,3,20241110,4.0,31232.89,0.02,80.61,124931.56,2498.63,122432.93,122352.32,0.9794,0,0,Net Banking,Same Day,Cancelled
ORD01307,CUST0079,107,8,20240909,2.0,31610.54,0.27,478.78,63221.08,17069.69,46151.39,45672.61,0.7224,1,0,Debit Card,Economy,Delivered
ORD01308,CUST0612,876,8,20240605,5.0,20555.51,0.2,280.28,102777.55,20555.51,82222.04,81941.76,0.7973,0,1,Wallet,Standard,Returned
ORD01309,CUST0079,877,10,20240806,4.0,17435.55,0.32,347.8,69742.2,22317.5,47424.7,47076.9,0.675,0,0,Credit Card,Economy,Cancelled
ORD01310,CUST0058,736,2,20240504,4.0,33644.14,0.24,374.87,134576.56,32298.37,102278.19,101903.32,0.7572,1,0,Wallet,Standard,Delivered
ORD01311,CUST0330,878,5,20240624,1.0,21925.37,0.11,416.81,21925.37,2411.79,19513.58,19096.77,0.871,1,0,Net Banking,Economy,Delivered
ORD01312,CUST0039,879,8,20240303,5.0,19788.49,0.23,130.56,98942.45,22756.76,76185.69,76055.13,0.7687,1,0,UPI,Economy,Delivered
ORD01313,CUST0678,629,6,20240621,5.0,2354.77,0.23,347.88,11773.85,2707.99,9065.86,8717.98,0.7405,0,0,Credit Card,Express,Pending
ORD01314,CUST0411,880,8,20240917,1.0,3373.8,0.08,481.5,3373.8,269.9,3103.9,2622.4,0.7773,0,0,Wallet,Express,Pending
ORD01315,CUST0662,298,5,20240328,3.0,4748.18,0.25,439.78,14244.54,3561.14,10683.4,10243.62,0.7191,0,1,Wallet,Express,Returned
