order_id,customer_id,customer_name,order_date,product_category,product_subcategory,product_name,quantity,unit_price,discount,shipping_cost,payment_method,shipping_mode,city,state,region,order_status,customer_age,customer_gender,revenue,gross_revenue,discount_amount,net_revenue,profit_margin,year,month,month_name,quarter,week,day_of_week,is_weekend,is_delivered,is_returned
ORD00405,CUST0776,Customer_776,2024-08-27,Sports,Cycling,Cycling Item 2,4.0,17065.95,0.03,422.9,UPI,Express,Jaipur,Rajasthan,North,Cancelled,37.0,Male,66215.89,68263.8,2047.91,65792.99,0.9638,2024,8,Aug,3,35,Tuesday,False,0,0
ORD00406,CUST0231,Customer_231,2024-08-02,Books,Academic,Academic Item 10,4.0,34303.85,0.16,389.32,UPI,Economy,Kolkata,West Bengal,East,Returned,43.0,Female,115260.94,137215.4,21954.46,114871.62,0.8372,2024,8,Aug,3,31,Friday,False,0,1
ORD00407,CUST0337,Customer_337,2024-10-18,Clothing,Footwear,Footwear Item 13,4.0,31968.22,0.12,85.71,Credit Card,Economy,Delhi,Delhi,North,Delivered,36.0,Male,112528.13,127872.88,15344.75,112442.42,0.8793,2024,10,Oct,4,42,Friday,False,1,0
ORD00408,CUST0531,Customer_531,2024-01-06,Books,Fiction,Fiction Item 14,2.0,16372.26,0.36,195.55,Debit Card,Express,Kolkata,West Bengal,East,Delivered,63.0,Male,20956.49,32744.52,11788.03,20760.94,0.634,2024,1,Jan,1,1,Saturday,True,1,0
ORD00409,CUST0602,Customer_602,2024-04-13,Sports,Cycling,Cycling Item 22,5.0,35852.76,0.18,100.85,Cash on Delivery,Economy,Chennai,Tamil Nadu,South,Returned,20.0,Female,146996.32,179263.8,32267.48,146895.47,0.8194,2024,4,Apr,2,15,Saturday,True,0,1
ORD00410,CUST0718,Customer_718,2024-12-30,Beauty,Fragrances,Fragrances Item 43,3.0,19584.96,0.33,424.92,Debit Card,Standard,Kolkata,West Bengal,East,Returned,20.0,Male,39365.77,58754.88,19389.11,38940.85,0.6628,2024,12,Dec,4,1,Monday,False,0,1
ORD00411,CUST0683,Customer_683,2024-02-04,Home & Kitchen,Bedding,Bedding Item 27,2.0,45441.39,0.16,380.93,Net Banking,Express,Chennai,Tamil Nadu,South,Delivered,20.0,Male,76341.54,90882.78,14541.24,75960.61,0.8358,2024,2,Feb,1,5,Sunday,True,1,0
ORD00412,CUST0352,Customer_352,2024-07-23,Beauty,Fragrances,Fragrances Item 36,2.0,19863.88,0.0,57.34,Wallet,Express,Pune,Maharashtra,West,Pending,26.0,Female,39727.76,39727.76,0.0,39670.42,0.9986,2024,7,Jul,3,30,Tuesday,False,0,0
ORD00413,CUST0622,Customer_622,2024-02-21,Clothing,Women's Wear,Women's Wear Item 14,2.0,14742.53,0.21,195.42,Wallet,Standard,Mumbai,Maharashtra,West,Pending,46.0,Other,23293.2,29485.06,6191.86,23097.78,0.7834,2024,2,Feb,1,8,Wednesday,False,0,0
ORD00414,CUST0707,Customer_707,2024-06-06,Sports,Fitness,Fitness Item 27,4.0,2668.14,0.0,386.2,Credit Card,Standard,Pune,Maharashtra,West,Delivered,61.0,Male,10672.56,10672.56,0.0,10286.36,0.9638,2024,6,Jun,2,23,Thursday,False,1,0
ORD00415,CUST0046,Customer_46,2024-07-31,Electronics,Laptops,Laptops Item 14,5.0,5428.81,0.13,281.03,Credit Card,Same Day,Bengaluru,Karnataka,South,Delivered,43.0,Male,23615.32,27144.05,3528.73,23334.29,0.8596,2024,7,Jul,3,31,Wednesday,False,1,0
ORD00416,CUST0226,Customer_226,2024-02-03,Books,Non-Fiction,Non-Fiction Item 35,3.0,32514.75,0.15,33.67,Cash on Delivery,Express,Ahmedabad,Gujarat,West,Delivered,56.0,Other,82912.61,97544.25,14631.64,82878.94,0.8497,2024,2,Feb,1,5,Saturday,True,1,0
ORD00417,CUST0341,Customer_341,2024-03-30,Beauty,Fragrances,Fragrances Item 33,3.0,25168.05,0.27,33.76,Cash on Delivery,Standard,Bengaluru,Karnataka,South,Delivered,25.0,Other,55118.03,75504.15,20386.12,55084.27,0.7296,2024,3,Mar,1,13,Saturday,True,1,0
ORD00418,CUST0082,Customer_82,2024-01-31,Books,Non-Fiction,Non-Fiction Item 48,2.0,18757.46,0.12,75.84,UPI,Express,Lucknow,Uttar Pradesh,North,Delivered,20.0,Female,33013.13,37514.92,4501.79,32937.29,0.878,2024,1,Jan,1,5,Wednesday,False,1,0
ORD00419,CUST0235,Customer_235,2024-06-18,Beauty,Makeup,Makeup Item 25,3.0,12150.34,0.22,453.32,Cash on Delivery,Same Day,Mumbai,Maharashtra,West,Delivered,18.0,Female,28431.8,36451.02,8019.22,27978.48,0.7676,2024,6,Jun,2,25,Tuesday,False,1,0
ORD00420,CUST0650,Customer_650,2024-03-13,Electronics,Laptops,Laptops Item 11,2.0,6321.77,0.07,274.42,Wallet,Express,Mumbai,Maharashtra,West,Delivered,56.0,Female,11758.49,12643.54,885.05,11484.07,0.9083,2024,3,Mar,1,11,Wednesday,False,1,0
ORD00421,CUST0279,Customer_279,2024-09-03,Sports,Swimming,Swimming Item 31,1.0,47553.11,0.14,188.86,Credit Card,Economy,Hyderabad,Telangana,South,Returned,37.0,Male,40895.67,47553.11,6657.44,40706.81,0.856,2024,9,Sep,3,36,Tuesday,False,0,1
ORD00422,CUST0390,Customer_390,2024-08-25,Sports,Cricket,Cricket Item 1,3.0,22707.48,0.15,303.01,Cash on Delivery,Same Day,Chennai,Tamil Nadu,South,Returned,44.0,Other,57904.07,68122.44,10218.37,57601.06,0.8456,2024,8,Aug,3,34,Sunday,True,0,1
ORD00423,CUST0316,Customer_316,2024-11-24,Home & Kitchen,Appliances,Appliances Item 50,5.0,3608.16,0.35,496.24,Wallet,Same Day,Ahmedabad,Gujarat,West,Cancelled,58.0,Other,11726.52,18040.8,6314.28,11230.28,0.6225,2024,11,Nov,4,47,Sunday,True,0,0
ORD00424,CUST0754,Customer_754,2024-05-06,Electronics,Tablets,Tablets Item 44,3.0,23912.39,0.37,180.71,Debit Card,Same Day,Pune,Maharashtra,West,Delivered,60.0,Male,45194.42,71737.17,26542.75,45013.71,0.6275,2024,5,May,2,19,Monday,False,1,0
ORD00425,CUST0408,Customer_408,2024-12-27,Electronics,Smartphones,Smartphones Item 35,5.0,48708.57,0.03,454.97,Wallet,Economy,Pune,Maharashtra,West,Cancelled,44.0,Other,236236.56,243542.85,7306.29,235781.59,0.9681,2024,12,Dec,4,52,Friday,False,0,0
ORD00426,CUST0796,Customer_796,2024-06-25,Electronics,Smartphones,Smartphones Item 50,3.0,13487.62,0.08,374.15,Wallet,Economy,Lucknow,Uttar Pradesh,North,Cancelled,36.0,Male,37225.83,40462.86,3237.03,36851.68,0.9108,2024,6,Jun,2,26,Tuesday,False,0,0
ORD00427,CUST0721,Customer_721,2024-03-09,Clothing,Kids,Kids Item 13,2.0,24349.24,0.2,55.12,UPI,Economy,Bengaluru,Karnataka,South,Returned,57.0,Other,38958.78,48698.48,9739.7,38903.66,0.7989,2024,3,Mar,1,10,Saturday,True,0,1
ORD00428,CUST0088,Customer_88,2024-07-12,Clothing,Men's Wear,Men's Wear Item 1,1.0,13874.27,0.14,292.82,Wallet,Standard,Chennai,Tamil Nadu,South,Delivered,18.0,Other,11931.87,13874.27,1942.4,11639.05,0.8389,2024,7,Jul,3,28,Friday,False,1,0
ORD00429,CUST0776,Customer_776,2024-06-21,Home & Kitchen,Appliances,Appliances Item 4,5.0,21501.21,0.15,445.08,UPI,Same Day,Ahmedabad,Gujarat,West,Delivered,46.0,Female,91380.14,107506.05,16125.91,90935.06,0.8459,2024,6,Jun,2,25,Friday,False,1,0
ORD00430,CUST0617,Customer_617,2024-03-03,Beauty,Haircare,Haircare Item 13,5.0,14009.4,0.28,407.53,Credit Card,Same Day,Mumbai,Maharashtra,West,Delivered,20.0,Other,50433.84,70047.0,19613.16,50026.31,0.7142,2024,3,Mar,1,9,Sunday,True,1,0
ORD00431,CUST0622,Customer_622,2024-09-05,Home & Kitchen,Appliances,Appliances Item 7,4.0,36973.27,0.32,174.17,Wallet,Economy,Hyderabad,Telangana,South,Delivered,63.0,Other,100567.29,147893.08,47325.79,100393.12,0.6788,2024,9,Sep,3,36,Thursday,False,1,0
ORD00432,CUST0131,Customer_131,2024-09-11,Sports,Cycling,Cycling Item 16,1.0,15102.35,0.27,274.37,Debit Card,Express,Mumbai,Maharashtra,West,Delivered,60.0,Male,11024.72,15102.35,4077.63,10750.35,0.7118,2024,9,Sep,3,37,Wednesday,False,1,0
ORD00433,CUST0335,Customer_335,2024-07-15,Books,Fiction,Fiction Item 6,3.0,11057.78,0.1,238.15,Wallet,Same Day,Bengaluru,Karnataka,South,Delivered,56.0,Female,29856.01,33173.34,3317.33,29617.86,0.8928,2024,7,Jul,3,29,Monday,False,1,0
ORD00434,CUST0448,Customer_448,2024-04-29,Books,Comics,Comics Item 9,2.0,12991.74,0.12,55.69,UPI,Economy,Jaipur,Rajasthan,North,Cancelled,37.0,Other,22865.46,25983.48,3118.02,22809.77,0.8779,2024,4,Apr,2,18,Monday,False,0,0
ORD00435,CUST0328,Customer_328,2024-07-05,Clothing,Footwear,Footwear Item 15,2.0,26011.58,0.24,111.07,Net Banking,Economy,Pune,Maharashtra,West,Delivered,27.0,Other,39537.6,52023.16,12485.56,39426.53,0.7579,2024,7,Jul,3,27,Friday,False,1,0
ORD00436,CUST0317,Customer_317,2024-09-14,Electronics,Cameras,Cameras Item 22,1.0,13708.95,0.34,286.99,Debit Card,Express,Kolkata,West Bengal,East,Pending,32.0,Male,9047.91,13708.95,4661.04,8760.92,0.6391,2024,9,Sep,3,37,Saturday,True,0,0
ORD00437,CUST0307,Customer_307,2024-12-03,Clothing,Footwear,Footwear Item 19,2.0,49553.61,0.22,168.71,UPI,Express,Pune,Maharashtra,West,Pending,43.0,Female,77303.63,99107.22,21803.59,77134.92,0.7783,2024,12,Dec,4,49,Tuesday,False,0,0
ORD00438,CUST0469,Customer_469,2024-12-01,Sports,Fitness,Fitness Item 24,2.0,28879.01,0.18,241.22,Wallet,Standard,Chennai,Tamil Nadu,South,Pending,27.0,Female,47361.58,57758.02,10396.44,47120.36,0.8158,2024,12,Dec,4,48,Sunday,True,0,0
ORD00439,CUST0099,Customer_99,2024-07-01,Beauty,Haircare,Haircare Item 3,4.0,9022.66,0.02,490.14,Credit Card,Express,Mumbai,Maharashtra,West,Returned,62.0,Male,35368.83,36090.64,721.81,34878.69,0.9664,2024,7,Jul,3,27,Monday,False,0,1
ORD00440,CUST0797,Customer_797,2024-08-25,Beauty,Fragrances,Fragrances Item 2,4.0,13797.04,0.26,183.66,Cash on Delivery,Economy,Delhi,Delhi,North,Delivered,24.0,Male,40839.24,55188.16,14348.92,40655.58,0.7367,2024,8,Aug,3,34,Sunday,True,1,0
ORD00441,CUST0306,Customer_306,2024-10-19,Books,Comics,Comics Item 35,2.0,5017.09,0.03,454.44,Cash on Delivery,Economy,Pune,Maharashtra,West,Delivered,55.0,Other,9733.15,10034.18,301.03,9278.71,0.9247,2024,10,Oct,4,42,Saturday,True,1,0
ORD00442,CUST0186,Customer_186,2024-11-02,Electronics,Laptops,Laptops Item 49,2.0,25928.08,0.18,157.15,Credit Card,Standard,Delhi,Delhi,North,Delivered,41.0,Male,42522.05,51856.16,9334.11,42364.9,0.817,2024,11,Nov,4,44,Saturday,True,1,0
ORD00443,CUST0308,Customer_308,2024-01-24,Books,Fiction,Fiction Item 39,5.0,45235.74,0.12,267.05,Cash on Delivery,Express,Hyderabad,Telangana,South,Pending,20.0,Male,199037.26,226178.7,27141.44,198770.21,0.8788,2024,1,Jan,1,4,Wednesday,False,0,0
ORD00444,CUST0138,Customer_138,2024-11-04,Clothing,Kids,Kids Item 26,5.0,10841.2,0.14,64.25,Net Banking,Standard,Hyderabad,Telangana,South,Delivered,62.0,Male,46617.16,54206.0,7588.84,46552.91,0.8588,2024,11,Nov,4,45,Monday,False,1,0
ORD00445,CUST0732,Customer_732,2024-07-09,Electronics,Headphones,Headphones Item 39,5.0,32883.04,0.33,302.47,Debit Card,Standard,Hyderabad,Telangana,South,Delivered,25.0,Female,110158.18,164415.2,54257.02,109855.71,0.6682,2024,7,Jul,3,28,Tuesday,False,1,0
ORD00446,CUST0372,Customer_372,2024-06-19,Electronics,Headphones,Headphones Item 8,3.0,7359.17,0.32,136.82,Debit Card,Same Day,Delhi,Delhi,North,Cancelled,49.0,Female,15012.71,22077.51,7064.8,14875.89,0.6738,2024,6,Jun,2,25,Wednesday,False,0,0
ORD00447,CUST0565,Customer_565,2024-05-18,Beauty,Tools,Tools Item 36,5.0,4998.35,0.02,159.0,Cash on Delivery,Economy,Chennai,Tamil Nadu,South,Returned,34.0,Other,24491.92,24991.75,499.83,24332.92,0.9736,2024,5,May,2,20,Saturday,True,0,1
ORD00448,CUST0147,Customer_147,2024-07-12,Sports,Cricket,Cricket Item 12,5.0,36784.35,0.02,362.71,Net Banking,Same Day,Bengaluru,Karnataka,South,Returned,35.0,Other,180243.32,183921.75,3678.43,179880.61,0.978,2024,7,Jul,3,28,Friday,False,0,1
ORD00449,CUST0651,Customer_651,2024-02-14,Beauty,Haircare,Haircare Item 48,3.0,20355.41,0.13,45.07,UPI,Economy,Chennai,Tamil Nadu,South,Delivered,45.0,Other,53127.62,61066.23,7938.61,53082.55,0.8693,2024,2,Feb,1,7,Wednesday,False,1,0
ORD00450,CUST0528,Customer_528,2024-12-16,Clothing,Footwear,Footwear Item 16,5.0,34909.2,0.16,308.14,Wallet,Standard,Ahmedabad,Gujarat,West,Cancelled,28.0,Other,146618.64,174546.0,27927.36,146310.5,0.8382,2024,12,Dec,4,51,Monday,False,0,0
ORD00451,CUST0376,Customer_376,2024-03-09,Clothing,Women's Wear,Women's Wear Item 50,5.0,17696.91,0.02,247.75,Credit Card,Same Day,Delhi,Delhi,North,Delivered,34.0,Other,86714.86,88484.55,1769.69,86467.11,0.9772,2024,3,Mar,1,10,Saturday,True,1,0
ORD00452,CUST0223,Customer_223,2024-06-05,Beauty,Tools,Tools Item 23,5.0,41295.08,0.01,231.53,Credit Card,Standard,Pune,Maharashtra,West,Delivered,29.0,Male,204410.65,206475.4,2064.75,204179.12,0.9889,2024,6,Jun,2,23,Wednesday,False,1,0
ORD00453,CUST0203,Customer_203,2024-02-13,Electronics,Tablets,Tablets Item 20,5.0,25740.21,0.06,61.92,UPI,Economy,Ahmedabad,Gujarat,West,Delivered,35.0,Female,120978.99,128701.05,7722.06,120917.07,0.9395,2024,2,Feb,1,7,Tuesday,False,1,0
ORD00454,CUST0144,Customer_144,2024-06-30,Beauty,Fragrances,Fragrances Item 3,4.0,340.22,0.35,354.61,Debit Card,Express,Bengaluru,Karnataka,South,Returned,35.0,Female,884.57,1360.88,476.31,529.96,0.3894,2024,6,Jun,2,26,Sunday,True,0,1
ORD00455,CUST0333,Customer_333,2024-07-23,Sports,Swimming,Swimming Item 1,5.0,36313.43,0.3,412.82,Wallet,Express,Bengaluru,Karnataka,South,Delivered,39.0,Other,127097.0,181567.15,54470.15,126684.18,0.6977,2024,7,Jul,3,30,Tuesday,False,1,0
ORD00456,CUST0492,Customer_492,2024-05-28,Beauty,Skincare,Skincare Item 45,3.0,24322.17,0.3,123.87,Debit Card,Economy,Pune,Maharashtra,West,Delivered,24.0,Other,51076.56,72966.51,21889.95,50952.69,0.6983,2024,5,May,2,22,Tuesday,False,1,0
ORD00457,CUST0606,Customer_606,2024-11-18,Sports,Cricket,Cricket Item 4,2.0,11507.74,0.05,19.18,Net Banking,Economy,Hyderabad,Telangana,South,Cancelled,58.0,Male,21864.71,23015.48,1150.77,21845.53,0.9492,2024,11,Nov,4,47,Monday,False,0,0
ORD00458,CUST0063,Customer_63,2024-09-18,Home & Kitchen,Appliances,Appliances Item 3,4.0,32211.46,0.12,134.62,Credit Card,Standard,Ahmedabad,Gujarat,West,Pending,31.0,Female,113384.34,128845.84,15461.5,113249.72,0.879,2024,9,Sep,3,38,Wednesday,False,0,0
ORD00459,CUST0190,Customer_190,2024-05-09,Sports,Fitness,Fitness Item 24,4.0,26493.725,0.12,48.44,Wallet,Same Day,Pune,Maharashtra,West,Delivered,31.0,Male,93257.91,105974.9,12716.99,93209.47,0.8795,2024,5,May,2,19,Thursday,False,1,0
ORD00460,CUST0124,Customer_124,2024-01-22,Electronics,Laptops,Laptops Item 20,5.0,48418.09,0.35,408.7,Wallet,Economy,Lucknow,Uttar Pradesh,North,Delivered,27.0,Male,157358.79,242090.45,84731.66,156950.09,0.6483,2024,1,Jan,1,4,Monday,False,1,0
ORD00461,CUST0778,Customer_778,2024-10-13,Books,Self-Help,Self-Help Item 2,3.0,44750.91,0.18,358.66,Debit Card,Same Day,Chennai,Tamil Nadu,South,Pending,36.0,Other,110087.24,134252.73,24165.49,109728.58,0.8173,2024,10,Oct,4,41,Sunday,True,0,0
ORD00462,CUST0507,Customer_507,2024-12-16,Electronics,Laptops,Laptops Item 12,5.0,43519.27,0.39,82.76,Credit Card,Express,Pune,Maharashtra,West,Cancelled,62.0,Other,132733.77,217596.35,84862.58,132651.01,0.6096,2024,12,Dec,4,51,Monday,False,0,0
ORD00463,CUST0725,Customer_725,2024-09-25,Sports,Swimming,Swimming Item 10,3.0,15205.34,0.09,354.13,UPI,Express,Jaipur,Rajasthan,North,Delivered,21.0,Male,41510.58,45616.02,4105.44,41156.45,0.9022,2024,9,Sep,3,39,Wednesday,False,1,0
ORD00464,CUST0002,Customer_2,2024-11-28,Clothing,Accessories,Accessories Item 19,3.0,31652.51,0.39,162.28,UPI,Standard,Delhi,Delhi,North,Pending,40.0,Female,57924.09,94957.53,37033.44,57761.81,0.6083,2024,11,Nov,4,48,Thursday,False,0,0
ORD00465,CUST0551,Customer_551,2024-12-02,Clothing,Kids,Kids Item 15,5.0,5366.81,0.3,190.99,UPI,Same Day,Mumbai,Maharashtra,West,Delivered,43.0,Male,18783.84,26834.05,8050.21,18592.85,0.6929,2024,12,Dec,4,49,Monday,False,1,0
ORD00466,CUST0152,Customer_152,2024-09-02,Beauty,Fragrances,Fragrances Item 20,1.0,24823.26,0.18,407.8,Debit Card,Express,Kolkata,West Bengal,East,Returned,30.0,Male,20355.07,24823.26,4468.19,19947.27,0.8036,2024,9,Sep,3,36,Monday,False,0,1
ORD00467,CUST0661,Customer_661,2024-07-25,Books,Non-Fiction,Non-Fiction Item 42,1.0,26887.45,0.05,375.22,Credit Card,Express,Ahmedabad,Gujarat,West,Delivered,35.0,Other,25543.08,26887.45,1344.37,25167.86,0.936,2024,7,Jul,3,30,Thursday,False,1,0
ORD00468,CUST0109,Customer_109,2024-10-04,Sports,Fitness,Fitness Item 16,3.0,42643.37,0.03,69.62,Credit Card,Same Day,Mumbai,Maharashtra,West,Pending,19.0,Male,124092.21,127930.11,3837.9,124022.59,0.9695,2024,10,Oct,4,40,Friday,False,0,0
ORD00469,CUST0524,Customer_524,2024-07-31,Sports,Football,Football Item 44,2.0,110.46,0.09,113.34,Wallet,Standard,Delhi,Delhi,North,Returned,25.0,Female,201.04,220.92,19.88,87.7,0.397,2024,7,Jul,3,31,Wednesday,False,0,1
ORD00470,CUST0342,Customer_342,2024-03-01,Home & Kitchen,Cookware,Cookware Item 10,3.0,46169.81,0.37,447.79,Wallet,Same Day,Lucknow,Uttar Pradesh,North,Cancelled,40.0,Female,87260.94,138509.43,51248.49,86813.15,0.6268,2024,3,Mar,1,9,Friday,False,0,0
ORD00471,CUST0729,Customer_729,2024-02-09,Books,Academic,Academic Item 5,1.0,43092.61,0.39,388.89,Credit Card,Economy,Chennai,Tamil Nadu,South,Pending,23.0,Male,26286.49,43092.61,16806.12,25897.6,0.601,2024,2,Feb,1,6,Friday,False,0,0
ORD00472,CUST0327,Customer_327,2024-09-10,Clothing,Footwear,Footwear Item 36,4.0,24090.36,0.39,300.87,Net Banking,Economy,Kolkata,West Bengal,East,Cancelled,32.0,Other,58780.48,96361.44,37580.96,58479.61,0.6069,2024,9,Sep,3,37,Tuesday,False,0,0
ORD00473,CUST0592,Customer_592,2024-12-21,Beauty,Fragrances,Fragrances Item 4,3.0,35169.51,0.09,1.43,UPI,Same Day,Jaipur,Rajasthan,North,Delivered,27.0,Other,96012.76,105508.53,9495.77,96011.33,0.91,2024,12,Dec,4,51,Saturday,True,1,0
ORD00474,CUST0230,Customer_230,2024-01-29,Books,Non-Fiction,Non-Fiction Item 38,2.0,5905.93,0.28,71.54,Credit Card,Economy,Hyderabad,Telangana,South,Cancelled,19.0,Male,8504.54,11811.86,3307.32,8433.0,0.7139,2024,1,Jan,1,5,Monday,False,0,0
ORD00475,CUST0013,Customer_13,2024-10-18,Electronics,Laptops,Laptops Item 42,4.0,7528.38,0.07,371.78,Wallet,Standard,Delhi,Delhi,North,Delivered,21.0,Male,28005.57,30113.52,2107.95,27633.79,0.9177,2024,10,Oct,4,42,Friday,False,1,0
ORD00476,CUST0165,Customer_165,2024-01-06,Sports,Cricket,Cricket Item 28,4.0,41642.37,0.27,437.99,Debit Card,Same Day,Jaipur,Rajasthan,North,Delivered,26.0,Female,121595.72,166569.48,44973.76,121157.73,0.7274,2024,1,Jan,1,1,Saturday,True,1,0
ORD00477,CUST0402,Customer_402,2024-04-04,Sports,Fitness,Fitness Item 24,5.0,30273.92,0.03,346.21,Wallet,Economy,Hyderabad,Telangana,South,Delivered,24.0,Other,146828.51,151369.6,4541.09,146482.3,0.9677,2024,4,Apr,2,14,Thursday,False,1,0
ORD00478,CUST0289,Customer_289,2024-03-24,Home & Kitchen,Cookware,Cookware Item 6,5.0,5367.9,0.08,5.49,Cash on Delivery,Standard,Hyderabad,Telangana,South,Cancelled,48.0,Female,24692.34,26839.5,2147.16,24686.85,0.9198,2024,3,Mar,1,12,Sunday,True,0,0
ORD00479,CUST0366,Customer_366,2024-05-24,Electronics,Headphones,Headphones Item 33,4.0,25035.79,0.13,195.32,Credit Card,Express,Mumbai,Maharashtra,West,Delivered,42.0,Male,87124.55,100143.16,13018.61,86929.23,0.868,2024,5,May,2,21,Friday,False,1,0
ORD00480,CUST0699,Customer_699,2024-08-25,Home & Kitchen,Furniture,Furniture Item 33,1.0,44265.93,0.04,359.23,Cash on Delivery,Same Day,Bengaluru,Karnataka,South,Returned,39.0,Other,42495.29,44265.93,1770.64,42136.06,0.9519,2024,8,Aug,3,34,Sunday,True,0,1
ORD00481,CUST0245,Customer_245,2024-04-16,Books,Fiction,Fiction Item 6,5.0,30363.51,0.19,283.45,Net Banking,Standard,Pune,Maharashtra,West,Returned,36.0,Female,122972.22,151817.55,28845.33,122688.77,0.8081,2024,4,Apr,2,16,Tuesday,False,0,1
ORD00482,CUST0092,Customer_92,2024-02-06,Sports,Football,Football Item 37,2.0,35547.22,0.18,493.07,Net Banking,Standard,Kolkata,West Bengal,East,Delivered,43.0,Other,58297.44,71094.44,12797.0,57804.37,0.8131,2024,2,Feb,1,6,Tuesday,False,1,0
ORD00483,CUST0376,Customer_376,2024-09-19,Beauty,Haircare,Haircare Item 42,5.0,47604.65,0.15,341.1,Credit Card,Express,Ahmedabad,Gujarat,West,Pending,18.0,Male,202319.76,238023.25,35703.49,201978.66,0.8486,2024,9,Sep,3,38,Thursday,False,0,0
ORD00484,CUST0584,Customer_584,2024-07-23,Home & Kitchen,Appliances,Appliances Item 12,1.0,11191.41,0.35,334.58,Wallet,Standard,Bengaluru,Karnataka,South,Returned,30.0,Male,7274.42,11191.41,3916.99,6939.84,0.6201,2024,7,Jul,3,30,Tuesday,False,0,1
ORD00485,CUST0498,Customer_498,2024-04-18,Home & Kitchen,Decor,Decor Item 50,4.0,5760.61,0.18,272.54,Net Banking,Standard,Lucknow,Uttar Pradesh,North,Delivered,48.0,Male,18894.8,23042.44,4147.64,18622.26,0.8082,2024,4,Apr,2,16,Thursday,False,1,0
ORD00486,CUST0259,Customer_259,2024-11-21,Electronics,Tablets,Tablets Item 17,2.0,4225.38,0.03,202.53,Debit Card,Standard,Chennai,Tamil Nadu,South,Delivered,45.0,Female,8197.24,8450.76,253.52,7994.71,0.946,2024,11,Nov,4,47,Thursday,False,1,0
ORD00487,CUST0430,Customer_430,2024-09-03,Clothing,Women's Wear,Women's Wear Item 39,4.0,26798.54,0.31,482.79,Debit Card,Standard,Kolkata,West Bengal,East,Pending,57.0,Other,73963.97,107194.16,33230.19,73481.18,0.6855,2024,9,Sep,3,36,Tuesday,False,0,0
ORD00488,CUST0155,Customer_155,2024-08-22,Beauty,Makeup,Makeup Item 9,2.0,24997.31,0.13,396.01,Wallet,Economy,Mumbai,Maharashtra,West,Pending,24.0,Other,43495.32,49994.62,6499.3,43099.31,0.8621,2024,8,Aug,3,34,Thursday,False,0,0
ORD00489,CUST0793,Customer_793,2024-03-26,Clothing,Footwear,Footwear Item 20,5.0,18908.95,0.2,476.19,Cash on Delivery,Standard,Jaipur,Rajasthan,North,Pending,47.0,Female,75635.8,94544.75,18908.95,75159.61,0.795,2024,3,Mar,1,13,Tuesday,False,0,0
ORD00490,CUST0536,Customer_536,2024-06-20,Home & Kitchen,Bedding,Bedding Item 44,1.0,46321.13,0.18,186.56,Net Banking,Same Day,Pune,Maharashtra,West,Pending,24.0,Male,37983.33,46321.13,8337.8,37796.77,0.816,2024,6,Jun,2,25,Thursday,False,0,0
ORD00491,CUST0422,Customer_422,2024-02-23,Electronics,Smartphones,Smartphones Item 14,4.0,37509.69,0.25,272.37,Debit Card,Economy,Lucknow,Uttar Pradesh,North,Cancelled,30.0,Male,112529.07,150038.76,37509.69,112256.7,0.7482,2024,2,Feb,1,8,Friday,False,0,0
ORD00492,CUST0661,Customer_661,2024-12-26,Home & Kitchen,Appliances,Appliances Item 27,4.0,429.88,0.15,111.97,Wallet,Express,Pune,Maharashtra,West,Delivered,44.0,Male,1461.59,1719.52,257.93,1349.62,0.7849,2024,12,Dec,4,52,Thursday,False,1,0
ORD00493,CUST0760,Customer_760,2024-11-03,Clothing,Kids,Kids Item 37,3.0,16787.74,0.38,496.41,Net Banking,Express,Jaipur,Rajasthan,North,Pending,64.0,Female,31225.2,50363.22,19138.02,30728.79,0.6101,2024,11,Nov,4,44,Sunday,True,0,0
ORD00494,CUST0237,Customer_237,2024-02-20,Sports,Cricket,Cricket Item 14,2.0,25237.64,0.25,392.14,Credit Card,Standard,Pune,Maharashtra,West,Delivered,58.0,Male,37856.46,50475.28,12618.82,37464.32,0.7422,2024,2,Feb,1,8,Tuesday,False,1,0
ORD00495,CUST0081,Customer_81,2024-10-19,Electronics,Cameras,Cameras Item 13,4.0,1313.23,0.29,491.71,Cash on Delivery,Express,Jaipur,Rajasthan,North,Pending,42.0,Other,3729.57,5252.92,1523.35,3237.86,0.6164,2024,10,Oct,4,42,Saturday,True,0,0
ORD00496,CUST0148,Customer_148,2024-11-17,Electronics,Headphones,Headphones Item 6,1.0,31937.41,0.23,51.71,Credit Card,Economy,Delhi,Delhi,North,Delivered,31.0,Female,24591.81,31937.41,7345.6,24540.1,0.7684,2024,11,Nov,4,46,Sunday,True,1,0
ORD00497,CUST0499,Customer_499,2024-11-16,Electronics,Tablets,Tablets Item 43,1.0,10554.28,0.17,444.86,Cash on Delivery,Standard,Delhi,Delhi,North,Delivered,40.0,Other,8760.05,10554.28,1794.23,8315.19,0.7879,2024,11,Nov,4,46,Saturday,True,1,0
ORD00498,CUST0163,Customer_163,2024-09-24,Sports,Cycling,Cycling Item 14,3.0,26493.725,0.08,14.78,Credit Card,Same Day,Mumbai,Maharashtra,West,Delivered,64.0,Male,73122.68,79481.17,6358.49,73107.9,0.9198,2024,9,Sep,3,39,Tuesday,False,1,0
